time,data
207179991,0.5
406953486,0.5
606926909,0.5
807417436,0.5
1007242776,0.5
1206941747,0.5
1407153374,0.5
1607025469,0.5
1807412580,0.5
2006879448,0.5
2207168753,0.5
2406938422,0.5
2607321260,0.5
2807241853,0.5
3006939137,0.5
3206923960,0.5
3407101278,0.5
3606915986,0.5
3806967550,0.5
4006834635,0.5
4207420208,0.5
4407502405,0.5
4606956669,0.5
4807392877,0.5
5007386568,0.5
5206813659,0.5
5406976414,0.5
5607196936,0.5
5807134462,0.5
6007276419,0.5
6207005579,0.5
6407040009,0.5
6607351259,0.5
6806950333,0.5
7006958937,0.5
7207114885,0.5
7407356792,0.5
7506408300,0.5
7607087086,0.5
7706283389,0.5
7806879062,0.5
7906335270,0.5
8006874780,0.5
8106574296,0.5
8207041849,0.5
8406899650,0.5
8607199507,0.5
8807546220,0.5
9007031355,0.5
9207503995,0.5
9406969473,0.5
9606899987,0.5
9807058625,0.5
10006876084,0.5
10207910785,0.5
10407299635,0.5
10607566822,0.5
10807153836,0.5
11007316091,0.5
11207319998,0.5
11407270766,0.5
11607090166,0.5
11807331822,0.5
12006908086,0.5
12207192890,0.5
12407300435,0.5
12607044296,0.5
12807620101,0.5
13007389569,0.5
13206951617,0.5
13407007326,0.5
13607372774,0.5
13807088200,0.5
14007139625,0.5
14207041907,0.5
14408405282,0.5
14607486285,0.5
14807285066,0.5
15007472757,0.5
15207367312,0.5
15406928496,0.5
15607223572,0.5
15807231235,0.5
16006963128,0.5
16207104278,0.5
16407152835,0.5
16606950775,0.5
16807642723,0.5
17007548191,0.5
17207405822,0.5
17407222521,0.5
17606860748,0.5
17807278889,0.5
18007274647,0.5
18207172879,0.5
18406989513,0.5
18607146778,0.5
18807370997,0.5
19007335693,0.5
19207098001,0.5
19407478137,0.5
19607422891,0.5
19807146855,0.5
20006966336,0.5
20207461849,0.5
20406960021,0.5
20607706172,0.5
20807357010,0.5
21006915977,0.5
21207590546,0.5
21407058633,0.5
21607265277,0.5
21807010692,0.5
22007188643,0.5
22207229522,0.5
22407088054,0.5
22606972195,0.5
22807106305,0.5
23007026654,0.5
23207053154,0.5
23407066527,0.5
23607072960,0.5
23807141620,0.5
24007348457,0.5
24207232022,0.5
24407224429,0.5
24606956516,0.5
24807426436,0.5
25007027618,0.5
25206898299,0.5
25406943310,0.5
25607078992,0.5
25807001060,0.5
26007306907,0.5
26206940467,0.5
26407254022,0.5
26607349788,0.5
26806967625,0.5
27007229115,0.5
27207245089,0.5
27407020970,0.5
27607215033,0.5
27807227158,0.5
28006936636,0.5
28206937528,0.5
28406987319,0.5
28607127436,0.5
28807274025,0.5
29006948392,0.5
29207021046,0.5
29407309386,0.5
29607103571,0.5
29807418294,0.5
30007284591,0.5
30207154033,0.5
30407280430,0.5
30607339728,0.5
30807165971,0.5
31006850082,0.5
31207100007,0.5
31407261988,0.5
31606955389,0.5
31806889854,0.5
31906353630,0.5
32006922293,0.5
32106539849,0.5
32207323034,0.5
32306857785,0.5
32406838571,0.5
32506314102,0.5
32607533226,0.5
32706317558,0.5
32807119027,0.5
32906431436,0.5
33007253040,0.5
33207066804,0.5
33407150256,0.5
33506320924,0.5
33607122058,0.5
33706342740,0.5
33806987053,0.5
33906349604,0.5
34007294592,0.5
34106360339,0.5
34207617734,0.5
34306346278,0.5
34407010988,0.5
34506377980,0.5
34607150320,0.5
34706593923,0.5
34806904138,0.5
34906341328,0.5
35007234795,0.5
35106402399,0.5
35207438089,0.5
35306349140,0.5
35407365058,0.5
35506687121,0.5
35607394856,0.5
35706403609,0.5
35807193182,0.5
35906586314,0.5
36007297573,0.5
36106365638,0.5
36207128164,0.5
36306526340,0.5
36407143409,0.5
36506408712,0.5
36607310406,0.5
36706524618,0.5
36807424536,0.5
36906255922,0.5
37007167831,0.5
37106504281,0.5
37207001220,0.5
37306325743,0.5
37407377218,0.5
37506518328,0.5
37606939806,0.5
37706490925,0.5
37807598888,0.5
37906739169,0.5
38007132077,0.5
38106373639,0.5
38206967354,0.5
38306625696,0.5
38407365400,0.5
38506342856,0.5
38607010806,0.5
38706392800,0.5
38806990850,0.5
38906368044,0.5
39007431901,0.5
39106481221,0.5
39207453575,0.5
39306476293,0.5
39407167082,0.5
39506448156,0.5
39607094959,0.5
39706383815,0.5
39807187529,0.5
39906729738,0.5
40006997871,0.5
40106417981,0.5
40207401119,0.5
40306366523,0.5
40407028697,0.5
40506378065,0.5
40607053607,0.5
40706355700,0.5
40806880358,0.5
40906360471,0.5
41006957568,0.5
41106406492,0.5
41207343074,0.5
41307119010,0.5
41407431025,0.5
41506476203,0.5
41607119025,0.5
41706410841,0.5
41807106338,0.5
41906410352,0.5
42007076835,0.5
42106352134,0.5
42207127179,0.5
42306462198,0.5
42406866278,0.5
42506362906,0.5
42607228905,0.5
42706375510,0.5
42806909793,0.5
42906427459,0.5
43006996198,0.5
43106685661,0.5
43207350747,0.5
43306346657,0.5
43407330802,0.5
43506344525,0.5
43606922037,0.5
43706369402,0.5
43806960631,0.5
43906348536,0.5
44007017778,0.5
44106336765,0.5
44207332617,0.5
44406887769,0.5
44607650085,0.5
44807047219,0.5
45007222751,0.5
45207285249,0.5
45306351553,0.5
45407254209,0.5
45506342017,0.5
45607904899,0.5
45706364812,0.5
45806952269,0.5
45906493217,0.5
46006982508,0.5
46106477351,0.5
46207007808,0.5
46306322831,0.5
46407078169,0.5
46506414694,0.5
46607119182,0.5
46706325375,0.5
46807060265,0.5
46906326323,0.5
47006932096,0.5
47106991431,0.5
47206884599,0.5
47306398346,0.5
47407045042,0.5
47506581336,0.5
47606973350,0.5
47706297129,0.5
47806930080,0.5
47906465182,0.5
48007256908,0.5
48106285321,0.5
48207165001,0.5
48306311898,0.5
48406979489,0.5
48506327843,0.5
48606978623,0.5
48706337082,0.5
48807710865,0.5
48906493285,0.5
49007112461,0.5
49106674482,0.5
49207368471,0.5
49306657797,0.5
49407083175,0.5
49506308838,0.5
49607026286,0.5
49706386119,0.5
49807119445,0.5
49906377267,0.5
50007307392,0.5
50106407325,0.5
50207960532,0.5
50306496157,0.5
50406966457,0.5
50506652127,0.5
50607019548,0.5
50706412511,0.5
50807099215,0.5
50906315491,0.5
51007030212,0.5
51106371592,0.5
51206913006,0.5
51306337594,0.5
51407041096,0.5
51506438887,0.5
51607404616,0.5
51706367333,0.5
51807074324,0.5
51906454582,0.5
52007270500,0.5
52106555676,0.5
52206931153,0.5
52306337453,0.5
52406919953,0.5
52506470172,0.5
52607425818,0.5
52706759575,0.5
52807139400,0.5
52906379375,0.5
53006923124,0.5
53106534953,0.5
53206941220,0.5
53306310611,0.5
53406981263,0.5
53506504364,0.5
53607501354,0.5
53706462680,0.5
53807548950,0.5
53906613984,0.5
54007834199,0.5
54106365754,0.5
54207454700,0.5
54306324153,0.5
54407174749,0.5
54506442600,0.5
54607343716,0.5
54706374817,0.5
54807106783,0.5
54906406325,0.5
55006907858,0.5
55106540745,0.5
55207504449,0.5
55306284505,0.5
55407283614,0.5
55506374457,0.5
55607374802,0.5
55706305611,0.5
55807303266,0.5
55906689197,0.5
56006927111,0.5
56106494049,0.5
56207204397,0.5
56306375633,0.5
56407193714,0.5
56506414891,0.5
56606934993,0.5
56706318663,0.5
56807358819,0.5
56906283967,0.5
57007590097,0.5
57106316162,0.5
57207419793,0.5
57306356930,0.5
57407014481,0.5
57506621499,0.5
57607246498,0.5
57706395543,0.5
57806970961,0.5
57906432015,0.5
58006956921,0.5
58106348042,0.5
58207032241,0.5
58306562486,0.5
58407183943,0.5
58506316216,0.5
58607251888,0.5
58706462458,0.5
58806945153,0.5
58906363220,0.5
59006911891,0.5
59106358963,0.5
59207318223,0.5
59306397662,0.5
59407032269,0.5
59506570341,0.5
59607000850,0.5
59706426980,0.5
59807171179,0.5
59906643609,0.5
60006926399,0.5
60106520460,0.5
60207291474,0.5
60306408430,0.5
60407335902,0.5
60506436687,0.5
60607120535,0.5
60706409159,0.5
60806943489,0.5
60906375207,0.5
61007100403,0.5
61106426391,0.5
61207248353,0.5
61306361778,0.5
61407078668,0.5
61506486997,0.5
61607163990,0.5
61706325480,0.5
61807021685,0.5
61906403291,0.5
62007043641,0.5
62106365917,0.5
62207300602,0.5
62306446518,0.5
62406962763,0.5
62506335579,0.5
62606965475,0.5
62706361449,0.5
62807139875,0.5
62906380508,0.5
63007343004,0.5
63106339276,0.5
63207138224,0.5
63306687529,0.5
63407080223,0.5
63506630342,0.5
63606944367,0.5
63706303439,0.5
63807010927,0.5
63906324193,0.5
64008709927,0.5
64207000694,0.5
64407272561,0.5
64506364036,0.5
64607061141,0.5
64706316093,0.5
64807430128,0.5
64906371501,0.5
65007064833,0.5
65206952747,0.5
65407216712,0.5
65506418834,0.5
65607281486,0.5
65706377034,0.5
65807256537,0.5
65906321417,0.5
66006967922,0.5
66206992236,0.5
66407083350,0.5
66607428257,0.5
66807757551,0.5
67006964639,0.5
67207545972,0.5
67407241715,0.5
67607091617,0.5
67706409643,0.5
67807606483,0.5
68006951637,0.5
68207028355,0.5
68407057197,0.5
68607361074,0.5
68807060225,0.5
69007066703,0.5
69207632204,0.5
69407014010,0.5
69607288537,0.5
69807204028,0.5
70007253322,0.5
70207000400,0.5
70406901652,0.5
70607041044,0.5
70806980737,0.5
71007303291,0.5
71207557648,0.5
71407687559,0.5
71606981038,0.5
71807298427,0.5
72006991916,0.5
72207028729,0.5
72407112365,0.5
72606920786,0.5
72807147594,0.5
73008209883,0.5
73106349816,0.5
73206965105,0.5
73306497938,0.5
73407173186,0.5
73506544987,0.5
73606885608,0.5
73706574584,0.5
73807585886,0.5
74007472772,0.5
74207409760,0.5
74306378445,0.5
74407072699,0.5
74506509289,0.5
74607201778,0.5
74806832307,0.5
75007044980,0.5
75106315113,0.5
75207269374,0.5
75306313734,0.5
75407652085,0.5
75506680281,0.5
75606925193,0.5
75706721382,0.5
75807344134,0.5
76007476041,0.5
76207250156,0.5
76406960501,0.5
76506391387,0.5
76607378790,0.5
76807228093,0.5
77007089858,0.5
77207635592,0.5
77407411443,0.5
77607419512,0.5
77807389693,0.5
78007337493,0.5
78206995109,0.5
78407860448,0.5
78607081216,0.5
78807361051,0.5
