time,layout.data_offset,data[0],data[1],data[2],data[3],data[4]
247910950,0,0.0,0.0,0.0,0.0,38.14967388721751
252457037,0,0.0,0.0,0.0,0.0,32.427222804134885
487130840,0,0.0,0.0,0.0,0.0,27.563139383514653
738097638,0,0.0,0.0,0.0,0.0,23.428668475987457
984027675,0,0.0,0.0,0.0,0.0,19.91436820458934
1236806406,0,0.0,0.0,0.0,0.0,16.92721297390094
1474981092,0,0.0,0.0,0.0,0.0,14.388131027815797
1726550448,0,0.0,0.0,0.0,0.0,12.229911373643429
1968554060,0,0.0,0.0,0.0,0.0,10.395424667596913
2231938630,0,0.0,0.0,0.0,0.0,8.836110967457376
2468223018,0,0.0,0.0,0.0,0.0,7.510694322338769
2702893602,0,0.0,0.0,0.0,0.0,6.384090173987954
2945108006,0,0.0,0.0,0.0,0.0,5.426476647889762
3186030147,0,0.0,0.0,0.0,0.0,4.612505150706298
3448871546,0,0.0,0.0,0.0,0.0,3.920629378100354
3694218091,0,0.0,0.0,0.0,0.0,3.3325349713853
3931340394,0,0.0,0.0,0.0,0.0,2.8326547256775085
4171078658,0,0.0,0.0,0.0,0.0,2.4077565168258865
4425653842,0,0.0,0.0,0.0,0.0,2.046593039302002
4678476821,0,0.0,0.0,0.0,0.0,1.7396040834066995
4918761859,0,0.0,0.0,0.0,0.0,1.4786634708956992
5178142091,0,0.0,0.0,0.0,0.0,1.256863950261341
5433394934,0,0.0,0.0,0.0,0.0,1.0683343577221387
5714969503,0,0.0,0.0,0.0,0.0,0.9080842040638152
5962304675,0,0.0,0.0,0.0,0.0,0.7718715734542415
6205283356,0,0.0,0.0,0.0,0.0,0.6560908374361031
6461448075,0,0.0,0.0,0.0,0.0,0.5576772118206859
6708956975,0,0.0,0.0,0.0,0.0,0.47402563004758475
6965646275,0,0.0,0.0,0.0,0.0,0.4029217855404452
7226001098,0,0.0,0.0,0.0,0.0,0.342483517709382
7476963614,0,0.0,0.0,0.0,0.0,0.2911109900529716
7732629485,0,0.0,0.0,0.0,0.0,0.24744434154502362
7993804757,0,0.0,0.0,0.0,0.0,0.21032769031326787
8262905991,0,0.0,0.0,0.0,0.0,0.17877853676627903
8525473767,0,0.0,0.0,0.0,0.0,0.15196175625134029
8794436301,0,0.0,0.0,0.0,0.0,0.12916749281364148
9057977318,0,0.0,0.0,0.0,0.0,0.10979236889159881
9315010454,0,0.0,0.0,0.0,0.0,20.172099243672346
9562305056,0,0.0,0.0,0.0,0.0,17.14628435712149
9842892079,0,0.0,0.0,0.0,0.0,14.574341703553268
10092374031,0,0.0,0.0,0.0,0.0,12.388190448020277
10374547417,0,0.0,0.0,0.0,0.0,10.529961880817238
10629443424,0,0.0,0.0,0.0,0.0,8.950467598694654
10893063875,0,0.0,0.0,0.0,0.0,7.607897458890459
11160219092,0,0.0,0.0,0.0,0.0,6.466712840056894
11415294619,0,0.0,0.0,0.0,0.0,5.496705914048357
11674987310,0,0.0,0.0,0.0,0.0,4.6722000269411055
11950215893,0,0.0,0.0,0.0,0.0,3.971370022899938
12209008715,0,0.0,0.0,0.0,0.0,3.3756645194649457
12460509236,0,0.0,0.0,0.0,0.0,2.869314841545207
12703492261,0,0.0,0.0,0.0,0.0,2.43891761531343
12947509133,0,0.0,0.0,0.0,0.0,2.073079973016415
13214467058,0,0.0,0.0,0.0,0.0,1.762117977063956
13463993978,0,0.0,0.0,0.0,0.0,1.497800280504364
13699771983,0,0.0,0.0,0.0,0.0,1.273130238428711
13945652942,0,0.0,0.0,0.0,0.0,1.0821607026644031
14191348267,0,0.0,0.0,0.0,0.0,0.9198365972647458
14443150381,0,0.0,0.0,0.0,0.0,0.7818611076750339
14685099835,0,0.0,0.0,0.0,0.0,0.6645819415237761
14940393477,0,0.0,0.0,0.0,0.0,0.5648946502952057
15182599881,0,0.0,0.0,0.0,0.0,0.4801604527509222
15421140518,0,0.0,0.0,0.0,0.0,0.4081363848382812
15663597438,0,0.0,0.0,0.0,0.0,0.3469159271125372
15910157009,0,0.0,0.0,0.0,0.0,0.2948785380456553
16160632592,0,0.0,0.0,0.0,0.0,0.25064675733880476
16422877823,0,0.0,0.0,0.0,0.0,0.2130497437379845
16676209506,0,0.0,0.0,0.0,0.0,0.18109228217728326
16929463177,0,0.0,0.0,0.0,0.0,0.15392843985069077
17178204554,0,0.0,0.0,0.0,0.0,0.1308391738730876
17440714536,0,0.0,0.0,0.0,0.0,0.11121329779212757
17686694526,0,0.0,0.0,0.0,0.0,0.09453130312330577
17933705688,0,0.0,0.0,0.0,0.0,0.0803516076548099
18186724813,0,0.0,0.0,0.0,0.0,0.06829886650659198
18428597446,0,0.0,0.0,0.0,0.0,0.058054036530600955
18685981889,0,0.0,0.0,0.0,0.0,0.04934593105100903
