time,layout.data_offset,data[0],data[1],data[2],data[3],data[4]
67071729,0,0.0,0.0,0.0,0.0,38.14967388721751
71451556,0,0.0,0.0,0.0,0.0,32.427222804134885
297825657,0,0.0,0.0,0.0,0.0,27.563139383514653
549673465,0,0.0,0.0,0.0,0.0,23.428668475987457
786833696,0,0.0,0.0,0.0,0.0,19.91436820458934
1030881538,0,0.0,0.0,0.0,0.0,16.92721297390094
1294585172,0,0.0,0.0,0.0,0.0,14.388131027815797
1528567369,0,0.0,0.0,0.0,0.0,12.229911373643429
1772944858,0,0.0,0.0,0.0,0.0,10.395424667596913
2005447213,0,0.0,0.0,0.0,0.0,8.836110967457376
2267011844,0,0.0,0.0,0.0,0.0,7.510694322338769
2497208697,0,0.0,0.0,0.0,0.0,6.384090173987954
2765267691,0,0.0,0.0,0.0,0.0,5.426476647889762
3015550405,0,0.0,0.0,0.0,0.0,4.612505150706298
3250562779,0,0.0,0.0,0.0,0.0,3.920629378100354
3490630398,0,0.0,0.0,0.0,0.0,3.3325349713853
3731997147,0,0.0,0.0,0.0,0.0,2.8326547256775085
3965290922,0,0.0,0.0,0.0,0.0,2.4077565168258865
4217101597,0,0.0,0.0,0.0,0.0,2.046593039302002
4447816875,0,0.0,0.0,0.0,0.0,1.7396040834066995
4677687167,0,0.0,0.0,0.0,0.0,1.4786634708956992
4921195182,0,0.0,0.0,0.0,0.0,1.256863950261341
5183781360,0,0.0,0.0,0.0,0.0,1.0683343577221387
5421110902,0,0.0,0.0,0.0,0.0,0.9080842040638152
5651819171,0,0.0,0.0,0.0,0.0,0.7718715734542415
5885299186,0,0.0,0.0,0.0,0.0,0.6560908374361031
6136516672,0,0.0,0.0,0.0,0.0,0.5576772118206859
6388930636,0,0.0,0.0,0.0,0.0,0.47402563004758475
6631801208,0,0.0,0.0,0.0,0.0,0.4029217855404452
6875588330,0,0.0,0.0,0.0,0.0,0.342483517709382
7125520137,0,0.0,0.0,0.0,0.0,0.2911109900529716
7366169833,0,0.0,0.0,0.0,0.0,0.24744434154502362
7616837389,0,0.0,0.0,0.0,0.0,0.21032769031326787
7879993405,0,0.0,0.0,0.0,0.0,0.17877853676627903
8136220034,0,0.0,0.0,0.0,0.0,0.15196175625134029
8385835783,0,0.0,0.0,0.0,0.0,0.12916749281364148
8625909275,0,0.0,0.0,0.0,0.0,0.10979236889159881
8868088998,0,0.0,0.0,0.0,0.0,0.09332351355786256
9116585850,0,0.0,0.0,0.0,0.0,0.07932498652417962
9386443031,0,0.0,0.0,0.0,0.0,0.06742623854555177
9639375393,0,0.0,0.0,0.0,0.0,0.05731230276371901
9888986518,0,0.0,0.0,0.0,0.0,0.04871545734916428
10136924602,0,0.0,0.0,0.0,0.0,0.041408138746790085
10392072265,0,0.0,0.0,0.0,0.0,0.03519691793477246
10646653753,0,0.0,0.0,0.0,0.0,0.02991738024455481
10898279484,0,0.0,0.0,0.0,0.0,20.104205503322355
11142331929,0,0.0,0.0,0.0,0.0,17.088574677824
11396072781,0,0.0,0.0,0.0,0.0,14.525288476150402
11642822635,0,0.0,0.0,0.0,0.0,12.346495204727837
11894002626,0,0.0,0.0,0.0,0.0,10.494520924018666
12139279108,0,0.0,0.0,0.0,0.0,8.92034278541587
12388906301,0,0.0,0.0,0.0,0.0,7.582291367603485
12650619757,0,0.0,0.0,0.0,0.0,6.444947662462961
12898835923,0,0.0,0.0,0.0,0.0,5.478205513093515
13158454426,0,0.0,0.0,0.0,0.0,4.656474686129489
13399274735,0,0.0,0.0,0.0,0.0,3.958003483210068
13686552954,0,0.0,0.0,0.0,0.0,3.3643029607285597
13937048714,0,0.0,0.0,0.0,0.0,2.8596575166192744
14188398052,0,0.0,0.0,0.0,0.0,2.4307088891263855
14450102524,0,0.0,0.0,0.0,0.0,2.0661025557574266
14703789013,0,0.0,0.0,0.0,0.0,1.7561871723938123
14962269648,0,0.0,0.0,0.0,0.0,1.4927590965347417
15210504862,0,0.0,0.0,0.0,0.0,1.2688452320545345
15471793233,0,0.0,0.0,0.0,0.0,1.0785184472463578
15713804168,0,0.0,0.0,0.0,0.0,0.9167406801594051
15969896179,0,0.0,0.0,0.0,0.0,0.7792295781354917
16206589031,0,0.0,0.0,0.0,0.0,0.662345141415172
16444287389,0,0.0,0.0,0.0,0.0,0.5629933702028966
16686108822,0,0.0,0.0,0.0,0.0,0.4785443646724666
16932669044,0,0.0,0.0,0.0,0.0,0.4067627099715926
17189404295,0,0.0,0.0,0.0,0.0,0.3457483034758541
17420777257,0,0.0,0.0,0.0,0.0,0.29388605795447154
17654644208,0,0.0,0.0,0.0,0.0,0.24980314926130037
17896942626,0,0.0,0.0,0.0,0.0,0.212332676872108
18132357617,0,0.0,0.0,0.0,0.0,0.18048277534129134
18392310672,0,0.0,0.0,0.0,0.0,0.15341035904009942
18634649128,0,0.0,0.0,0.0,0.0,0.1303988051840872
18879237579,0,0.0,0.0,0.0,0.0,0.11083898440647189
19127835675,0,0.0,0.0,0.0,0.0,0.09421313674550244
19373218690,0,0.0,0.0,0.0,0.0,0.08008116623367484
19627935910,0,0.0,0.0,0.0,0.0,0.06806899129862584
19889178580,0,0.0,0.0,0.0,0.0,0.05785864260383018
20152544655,0,0.0,0.0,0.0,0.0,0.049179846213252984
20442322338,0,0.0,0.0,0.0,0.0,0.041802869281267266
20687123246,0,0.0,0.0,0.0,0.0,10.074920303946318
20945473418,0,0.0,0.0,0.0,0.0,8.56368225835437
21194561908,0,0.0,0.0,0.0,0.0,7.279129919601215
21443544378,0,0.0,0.0,0.0,0.0,6.187260431661034
21702119884,0,0.0,0.0,0.0,0.0,5.259171366911882
21958738154,0,0.0,0.0,0.0,0.0,4.470295661875095
22218998725,0,0.0,0.0,0.0,0.0,3.7997513125938327
22461820156,0,0.0,0.0,0.0,0.0,3.2297886157047553
22715920597,0,0.0,0.0,0.0,0.0,2.745320323349046
22998717327,0,0.0,0.0,0.0,0.0,2.333522274846688
23224248432,0,0.0,0.0,0.0,0.0,1.9834939336196833
23467589678,0,0.0,0.0,0.0,0.0,1.68596984357673
23700825553,0,0.0,0.0,0.0,0.0,1.4330743670402173
23957120711,0,0.0,0.0,0.0,0.0,1.2181132119841833
24221693205,0,0.0,0.0,0.0,0.0,1.0353962301865587
