time,layout.data_offset,data[0],data[1],data[2]
146244386,0,0.8720671739645602,1.2441343479291205,0.8441343479291205
154579692,0,1.0581007609468402,1.2441343479291205,0.8441343479291205
1151279676,0,1.4581007609468402,4.599051380157471,0.8679826404462465
2100200388,0,1.85810076094684,4.599051380157471,0.9112024158142304
3168776573,0,2.25810076094684,4.599051380157471,0.9687101419204682
4219150533,0,2.65810076094684,4.599051380157471,1.0463528366807626
5230554192,0,3.05810076094684,4.599051380157471,1.1458245463492074
6226678551,0,3.4581007609468397,4.599051380157471,1.2525496817548811
7198641695,0,3.8581007609468396,4.599051380157471,1.3477996767913027
8303532483,0,4.228576070552156,4.599051380157471,1.4230377712227291
9295472654,0,4.413813725354814,4.599051380157471,1.5094510633373681
10338120320,0,4.506432552756142,4.599051380157471,1.6024330536808875
11300229001,0,4.552741966456807,4.599051380157471,1.7010424973126892
12378165657,0,4.575896673307139,4.599051380157471,1.7926320449524635
13450893782,0,4.5874740267323055,4.599051380157471,1.909009527410404
14425883698,0,4.593262703444888,4.599051380157471,2.044869905850758
15449066449,0,4.596157041801179,4.599051380157471,2.1777893384914226
16485476039,0,4.597604210979325,4.599051380157471,2.299531718727848
17514871949,0,4.598327795568398,4.599051380157471,2.417780771477084
18498621387,0,4.598689587862935,4.599051380157471,2.5431916525618767
19583424584,0,4.598870484010202,4.599051380157471,2.683454163693281
20587287014,0,4.598960932083837,4.599051380157471,2.829834898856606
21768972228,0,4.599006156120653,4.599051380157471,2.9732711102442915
22837643038,0,4.599028768139062,4.599051380157471,3.100854154102233
23895532257,0,4.599040074148267,4.599051380157471,3.210961929307527
24960136776,0,4.472491476435706,4.345942878723145,3.3040543712967705
25949334921,0,4.409217177579425,4.345942878723145,3.383908003064731
26929247863,0,4.315199714277994,4.221182250976563,3.4534749547119747
28104384412,0,4.268190982627278,4.221182250976563,3.4764210618319535
29193672447,0,4.122061146640482,3.9759313106536864,3.4914654044700186
30307417573,0,4.048996228647084,3.9759313106536864,3.4907369994986746
31359621425,0,4.0124637696503855,3.9759313106536864,3.4863631202301537
32342973595,0,3.9392835518667093,3.866103334083033,3.466103334083033
33441888808,0,3.897528095093816,3.8557726383209228,3.440602550421264
34443333389,0,3.8549933189648664,3.8124585428359175,3.4124585428359175
35474920432,0,3.8191913973456026,3.7833894757263384,3.3833894757263385
36460306679,0,3.7870234130829656,3.754855428820328,3.3548554288203283
37520366234,0,3.7550729385245063,3.7231224639660465,3.3231224639660466
38525666948,0,3.7231686620777764,3.6912643856310465,3.2912643856310466
39519513109,0,3.689974718134367,3.6567807741909575,3.2567807741909576
40532273028,0,3.657199489757294,3.6244242613802213,3.2244242613802214
41541512493,0,3.6259296757650574,3.5946598617728207,3.194659861772821
42595066750,0,3.5959215147395245,3.565913353713991,3.165913353713991
43615779486,0,3.5662359458393187,3.5365503769391125,3.1365503769391125
44660291466,0,3.5336761619548707,3.5011163780704226,3.1011163780704227
45784117427,0,3.5003674385760104,3.46705871519715,3.0670587151971502
46895416918,0,3.468245211193262,3.4361229838105136,3.0361229838105137
48086115898,0,3.4375781668745713,3.40691112255588,3.0069111225558802
49168466048,0,3.4082908986868934,3.3790036304992155,2.9790036304992156
50247920881,0,3.378669058887457,3.349047219088021,2.9490472190880213
51424574325,0,3.348499100027598,3.3183291411677387,2.918329141167739
52523085693,0,3.317868979491487,3.2872388589553756,2.8872388589553757
53630410349,0,3.2877830302002264,3.2576970809089665,2.8576970809089666
54678716880,0,3.25884907202356,3.2299151138468942,2.8299151138468943
55687029262,0,3.2309718204392803,3.203094568855,2.803094568855
56801389745,0,3.2037691829368913,3.1765665454345022,2.7765665454345023
57880547575,0,3.1772445694959313,3.150719956054971,2.750719956054971
58963388648,0,3.1519625041687496,3.1266804388415683,2.7266804388415684
60131570911,0,3.1271270901258585,3.1022916760829675,2.7022916760829676
61270549667,0,3.102347975827051,3.0775688615282433,2.6775688615282434
62479728934,0,3.0775041219531465,3.052660268079242,2.652660268079242
63527692786,0,3.052840879615945,3.0281776372787435,2.6281776372787435
64539607908,0,3.0290579360155294,3.0052749924151136,2.6052749924151137
65706729579,0,3.006655814029701,2.9842536920438727,2.584253692043873
66874981561,0,2.9858178660903,2.9649799181508985,2.5649799181508985
68057440631,0,2.965885272873482,2.945952679656665,2.545952679656665
69192519985,0,2.946803404319879,2.9277215357662763,2.5277215357662763
70301835342,0,2.9282336063559757,2.909663808392072,2.509663808392072
71514408663,0,2.910204275592096,2.892174944828217,2.492174944828217
72612939904,0,2.8933382861948473,2.8764722967975986,2.4764722967975987
73676470543,0,2.8775647278245517,2.861791169454256,2.4617911694542562
74774902986,0,2.8625469507547194,2.8475291736848867,2.4475291736848868
75834251665,0,2.848093522010209,2.8336400932656987,2.4336400932656987
76909663135,0,2.834066422834627,2.8200393236590444,2.4200393236590445
78026675974,0,2.820663264158966,2.807260105483305,2.407260105483305
79113109202,0,2.80842402981024,2.796184795461514,2.3961847954615143
80240882567,0,2.7968162942339507,2.785208558657661,2.385208558657661
81373626361,0,2.7854665608944087,2.774116827554866,2.3741168275548663
82433707442,0,2.7743441858860804,2.763221810877752,2.3632218108777523
83497019182,0,2.763829096953957,2.7533140080218343,2.3533140080218344
84740584402,0,2.7545736492878006,2.745318201621644,2.345318201621644
85773594534,0,2.7467793749348064,2.738985100581812,2.3389851005818123
86920857965,0,2.740239102335411,2.7336988297360154,2.3336988297360155
88020734314,0,2.7343285558967088,2.7284180094580064,2.3284180094580065
89140245865,0,2.7288250447216047,2.723321533546501,2.323321533546501
90270720931,0,2.724241876375877,2.719658708030149,2.319658708030149
91419626132,0,2.7210563331349675,2.7178707898940577,2.317870789894058
92516169595,0,2.7192929987735868,2.717529664412206,2.317529664412206
93540683523,0,2.717942665949553,2.7165923331255195,2.3165923331255196
94713203015,0,2.7164045839397764,2.71486650193,2.31486650193
95834103311,0,2.7146379800134017,2.7128713760870276,2.3128713760870276
96928593519,0,2.7134636664263923,2.7122893528393823,2.3122893528393824
98039803482,0,2.713777795556464,2.714091924686536,2.314091924686536
99225321369,0,2.71598698912328,2.7181961826900967,2.3181961826900968
100334615888,0,2.7196130597773918,2.723239130431503,2.323239130431503
101473329590,0,2.7227448269212626,2.725876594065133,2.325876594065133
102569878633,0,2.725204420417869,2.727664013914475,2.3276640139144753
103561432441,0,2.727750333174038,2.7302962459302074,2.3302962459302075
104621499728,0,2.73140722970542,2.735064126236802,2.335064126236802
105680558246,0,2.7354143704909477,2.7394215112764755,2.3394215112764756
106797480178,0,2.739368284742199,2.74332219899345,2.3433221989934503
107910718655,0,2.742761322597545,2.7461543604528904,2.3461543604528905
108939409187,0,2.745865897937959,2.7489704732783724,2.3489704732783725
109986678257,0,2.7492593479922602,2.7526527980465616,2.3526527980465617
111041786028,0,2.75422081783191,2.75918228767156,2.35918228767156
112055629465,0,2.7599454174582068,2.7656700170845037,2.3656700170845038
113117866360,0,2.766411746649537,2.7728780758408673,2.3728780758408674
114171858108,0,2.7733765433458157,2.7803413400420944,2.3803413400420945
115277477173,0,2.7808457741522115,2.788315004958607,2.3883150049586073
116460957521,0,2.7893926212192306,2.7979394682862497,2.39793946828625
117560746453,0,2.7990495107632096,2.8087064003071887,2.4087064003071887
118722246412,0,2.8095212414578032,2.8199929721523973,2.4199929721523974
119837005495,0,2.821006409242144,2.8324915770264845,2.4324915770264846
120985597833,0,2.8335762260263664,2.8461460428105885,2.4461460428105886
122130912608,0,2.8481604996339502,2.862744773241534,2.462744773241534
123267672088,0,2.8654707736331693,2.882781047632388,2.482781047632388
124370620107,0,2.8847757305623305,2.9040806874914917,2.504080687491492
125525648702,0,2.9055909921795924,2.9264062537968543,2.5264062537968544
126684685253,0,2.9278839764509623,2.950176960722332,2.550176960722332
127850663456,0,2.9520961607281744,2.9763083450053864,2.5763083450053865
128981278061,0,2.9797999634421215,3.0075037661560686,2.6075037661560687
130168060888,0,3.0113304638237226,3.0428609642053237,2.642860964205324
131267812805,0,3.0460518052379824,3.080773146652242,2.680773146652242
132347804012,0,3.082766113570183,3.119480421902383,2.719480421902383
133557747280,0,3.1210584882101844,3.159350862850186,2.759350862850186
134699739997,0,3.1614193322286845,3.2017801762471847,2.801780176247185
135787917559,0,3.2048844504133664,3.2483495685980484,2.8483495685980484
136920946472,0,3.2513488924573477,3.297813334501329,2.897813334501329
138054509010,0,3.300451035435956,3.3495531784145642,2.9495531784145643
139287779424,0,3.3515013160742697,3.4025515967125837,3.0025515967125838
140409810815,0,3.403881359254731,3.4562614024351923,3.0562614024351924
141495047348,0,3.4566957021752627,3.5095100450957943,3.1095100450957944
142625047259,0,3.510738465130294,3.5647812280853253,3.1647812280853254
143759584523,0,3.5662582332949926,3.621778001459691,3.221778001459691
144905047718,0,3.623526826762301,3.680795420229609,3.2807954202296092
146042823347,0,3.6818885939587664,3.7402503611552316,3.3402503611552317
147234884552,0,3.7410501328317203,3.800211671704674,3.400211671704674
148342530521,0,3.8010109986941787,3.8609718645566367,3.4609718645566367
