time,layout.data_offset,data[0],data[1],data[2]
165777316,0,0.6,4.4990513801574705,0.8566056468440043
170575186,0,0.7,4.4990513801574705,0.8566504799139351
376616666,0,0.7999999999999999,4.4990513801574705,0.8674541983587377
592543232,0,0.8999999999999999,4.4990513801574705,0.8904843389198076
831577959,0,0.9999999999999999,4.4990513801574705,0.9214831812005321
1036507405,0,1.0999999999999999,4.4990513801574705,0.9576776792411691
1246723385,0,1.2,4.4990513801574705,1.0000693024517349
1461493336,0,1.3,4.4990513801574705,1.048063052584523
1671671935,0,1.4000000000000001,4.4990513801574705,1.1022555761018198
1879007157,0,1.5000000000000002,4.4990513801574705,1.1617445682553529
2085386034,0,1.6000000000000003,4.4990513801574705,1.2243338819610514
2289767749,0,1.7000000000000004,4.4990513801574705,1.2890520803195753
2497580242,0,1.8000000000000005,4.4990513801574705,1.3538783685884421
2699885502,0,1.9000000000000006,4.4990513801574705,1.417096978367555
2908497816,0,2.0000000000000004,4.4990513801574705,1.4786631761837792
3118606318,0,2.1000000000000005,4.4990513801574705,1.539781667600418
3316950874,0,2.2000000000000006,4.4990513801574705,1.5992115422905604
3528258649,0,2.3000000000000007,4.4990513801574705,1.6587880319461896
3737128287,0,2.400000000000001,4.4990513801574705,1.7197920284198314
3975000866,0,2.500000000000001,4.4990513801574705,1.7797112010619751
4186285563,0,2.600000000000001,4.4990513801574705,1.8416764691995948
4410197841,0,2.700000000000001,4.4990513801574705,1.9003010739299282
4654955551,0,2.800000000000001,4.4990513801574705,1.9728020433575157
4877855160,0,2.9000000000000012,4.4990513801574705,2.054843057708849
5115019463,0,3.0000000000000013,4.4990513801574705,2.1365411400991876
5345091953,0,3.1000000000000014,4.4990513801574705,2.211444398271934
5584032665,0,3.2000000000000015,4.4990513801574705,2.28071259632889
5793085039,0,3.3000000000000016,4.4990513801574705,2.3487098456753728
5991193261,0,3.4000000000000017,4.4990513801574705,2.416900766417267
6209596068,0,3.5000000000000018,4.4990513801574705,2.4867079727811774
6432836313,0,3.5999051380157487,4.4990513801574705,2.5590668587301115
6670355425,0,3.689819762229921,4.4990513801574705,2.6354287856834793
6883462516,0,3.770742924022676,4.4990513801574705,2.7110610287521975
7118699721,0,3.8435737696361554,4.4990513801574705,2.788612726985165
7348338797,0,3.909121530688287,4.4990513801574705,2.862643364576334
7576607320,0,3.968114515635205,4.4990513801574705,2.929347401955851
7786407653,0,3.995897351943999,4.245942878723144,2.983968956817541
8005362809,0,4.008425841847256,4.121182250976562,3.0113850272325533
8213778024,0,4.019701482760187,4.121182250976562,3.0278952195927715
8431574255,0,4.005324465549537,3.8759313106536863,3.0379489782915616
8662627267,0,3.9923851500599516,3.8759313106536863,3.0426727537450864
8885830234,0,3.980739766119325,3.8759313106536863,3.0477301196165265
9125829761,0,3.958243053339485,3.7557726383209227,3.055446866534448
9379118328,0,3.9379960118376287,3.7557726383209227,3.0662076320156073
9597300667,0,3.919773674485958,3.7557726383209227,3.0722383586331596
9806293515,0,3.891548271606454,3.637519645690918,3.0710009598923134
10037296583,0,3.8661454090149006,3.637519645690918,3.0654846389410935
10254747425,0,3.8316712518338085,3.5214038372039793,3.063712810460277
10466651018,0,3.784046274007032,3.355421473566046,3.0554214735660463
10691927851,0,3.7399162023980366,3.342745557917076,3.042745557917076
10903371616,0,3.6991660902268646,3.332415080686315,3.0324150806863153
11122286330,0,3.662112150992242,3.3286266978806354,3.0286266978806355
11342297166,0,3.628181476446994,3.322805405539764,3.022805405539764
11543196767,0,3.5964428106216166,3.310794818193222,3.0107948181932223
11748006927,0,3.5672837590516426,3.304852294921875,2.992169984192147
11955599011,0,3.537571295383093,3.270159122366145,2.970159122366145
12177075657,0,3.5088771970019446,3.250630311571608,2.9506303115716084
12419460505,0,3.481788701186707,3.237992238849565,2.9379922388495654
12648231391,0,3.456220597435413,3.2261076636737718,2.926107663673772
12851031088,0,3.431569031616655,3.2097049392478336,2.909704939247834
13064527307,0,3.4073493951979206,3.189372667429307,2.889372667429307
13291490222,0,3.3834246329625155,3.1681017728438694,2.8681017728438696
13514196913,0,3.3605432935140542,3.154611238477903,2.854611238477903
13736939156,0,3.3392146699238436,3.14725705761195,2.8472570576119502
13947565189,0,3.3193386797311413,3.1404547679968204,2.8404547679968206
14149914312,0,3.3000701676041677,3.126653558461405,2.826653558461405
14363768815,0,3.2816325138565214,3.1156936301277063,2.8156936301277065
14569779542,0,3.264317953862443,3.1084869139157365,2.8084869139157367
14809202521,0,3.2473808848277743,3.0949472635157584,2.7949472635157586
15015446184,0,3.2310040186052524,3.0836122226025555,2.7836122226025557
15220754587,0,3.2154838155802716,3.0758019883554426,2.775801988355443
15445150297,0,3.2010185981577264,3.07083164135482,2.77083164135482
15661451448,0,3.1872844134147487,3.063676750727948,2.763676750727948
15882823232,0,3.1740194581082797,3.0546348603500597,2.75463486035006
16088391687,0,3.161503567280735,3.048860549832832,2.7488605498328322
16304170138,0,3.148941757556743,3.0358854700408138,2.735885470040814
16530391146,0,3.1358475246395665,3.0179994283849783,2.7179994283849784
16739395239,0,3.122877503454522,3.0061473127891225,2.7061473127891227
16980245294,0,3.1104914554037015,2.9990170229463176,2.6990170229463177
17199748146,0,3.098900392168876,2.994580823055446,2.694580823055446
17419605270,0,3.0881406272149765,2.991302742629882,2.6913027426298823
17638670156,0,3.077811438585191,2.9848487409171205,2.6848487409171207
17851037803,0,3.0668642176078413,2.968339228811697,2.668339228811697
18073374631,0,3.0547389606394963,2.9456116479243915,2.6456116479243916
