time,data
0,0.5
49991738,0.5
99948076,0.5
149990883,0.5
200000404,0.5
250011261,0.5
299943688,0.5
350002945,0.5
399975216,0.5
449948813,0.5
499936918,0.5
549991430,0.5
599960477,0.5
649986604,0.5
700124238,0.5
750057154,0.5
800093969,0.5
850066443,0.5
900041738,0.5
949998265,0.5
1000060300,0.5
1050508735,0.5
1100479637,0.5
1149985943,0.5
1200283083,0.5
1250050452,0.5
1299965394,0.5
1350068731,0.5
1399980471,0.5
1450019432,0.5
1499969240,0.5
1549999218,0.5
1599989981,0.5
1650005004,0.5
1700065698,0.5
1750002228,0.5
1800005127,0.5
1849992823,0.5
1899980089,0.5
1949958378,0.5
2000016226,0.5
2050046792,0.5
2099989678,0.5
2150040983,0.5
2200013303,0.5
2249994310,0.5
2300032394,0.5
2349975441,0.5
2399984287,0.5
2450076904,0.5
2500073279,0.5
2549999779,0.5
2599992041,0.5
2650073909,0.5
2699980362,0.5
2749993225,0.5
2800038384,0.5
2850014433,0.5
2899966693,0.5
2950000488,0.5
2999960677,0.5
3050046528,0.5
3100025507,0.5
3150051521,0.5
3200040543,0.5
3250022977,0.5
3300089880,0.5
3349960722,0.5
3399987008,0.5
3449997208,0.5
3500004744,0.5
3550071235,0.5
3599993084,0.5
3650005050,0.5
3699951281,0.5
3749974149,0.5
3799989962,0.5
3849999834,0.5
3900004789,0.5
3949986271,0.5
4000030865,0.5
4049997981,0.5
4100023003,0.5
4149970792,0.5
4200042113,0.5
4249996029,0.5
4300024479,0.5
4349984242,0.5
4399973475,0.5
4450065533,0.5
4499963100,0.5
4549999905,0.5
4599965518,0.5
4650014520,0.5
4699993904,0.5
4749986368,0.5
4799999443,0.5
4849975583,0.5
4900049202,0.5
4949982529,0.5
4999966566,0.5
5050034586,0.5
5099967605,0.5
5149974105,0.5
5200097294,0.5
5250073738,0.5
5299976746,0.5
5350028384,0.5
5399995366,0.5
5449985774,0.5
5500009081,0.5
5549992820,0.5
5599979438,0.5
5649976498,0.5
5699975670,0.5
5749976221,0.5
5800047508,0.5
5849981897,0.5
5899966607,0.5
5949989578,0.5
5999954130,0.5
6050105857,0.5
6099932219,0.5
6150022863,0.5
6199861115,0.5
6250029433,0.5
6300059951,0.5
6349932107,0.5
6399893782,0.5
6449900982,0.5
6500025678,0.5
6550170748,0.5
6600001329,0.5
6649820512,0.5
6699932389,0.5
6749920305,0.5
6799909037,0.5
6849865043,0.5
6900396925,0.5
6949896833,0.5
6999832508,0.5
7049894343,0.5
7099966497,0.5
7149868773,0.5
7200106695,0.5
7249828613,0.5
7299981599,0.5
7349873242,0.5
7399951175,0.5
7450006240,0.5
7499926535,0.5
7550039035,0.5
7599871835,0.5
7649949160,0.5
7699923059,0.5
7749917741,0.5
7799925590,0.5
7849917123,0.5
7899927708,0.5
7949917601,0.5
8000212535,0.5
8049873535,0.5
8099934160,0.5
8150076247,0.5
8199831920,0.5
8250034469,0.5
8300202820,0.5
8349870344,0.5
8399921325,0.5
8449884005,0.5
8499981221,0.5
8549890387,0.5
8599992399,0.5
8649951581,0.5
8699883129,0.5
8749902303,0.5
8799936257,0.5
8849899738,0.5
8899856521,0.5
8949972950,0.5
8999956974,0.5
9049938126,0.5
9099906303,0.5
9149987889,0.5
9199935765,0.5
9250101755,0.5
9299846727,0.5
9349857523,0.5
9400690222,0.5
9450495733,0.5
9500395218,0.5
9550545445,0.5
9600584587,0.5
9650412811,0.5
9700566939,0.5
9750434056,0.5
9800695963,0.5
9850704513,0.5
9900503218,0.5
9950828538,0.5
10000792722,0.5
10050392489,0.5
10100422005,0.5
10150910332,0.5
10200474531,0.5
10250458251,0.5
10300907844,0.5
10351010910,0.5
10400414070,0.5
10450696965,0.5
10500511000,0.5
10550427845,0.5
10600551633,0.5
10650388921,0.5
10700417888,0.5
10750631651,0.5
10800632144,0.5
10850408374,0.5
10900541686,0.5
10950629726,0.5
11000290247,0.5
11050799062,0.5
11100409678,0.5
11150707257,0.5
11200836737,0.5
11250850322,0.5
11300808248,0.5
11350423998,0.5
11400502024,0.5
11450774283,0.5
11501109886,0.5
11550706041,0.5
11600870106,0.5
11650512664,0.5
11700796760,0.5
11750439738,0.5
11800740111,0.5
11850539008,0.5
11901370064,0.5
11950755862,0.5
12000910208,0.5
12050677156,0.5
12100677496,0.5
12151004659,0.5
12200741395,0.5
12250903136,0.5
12301023432,0.5
12350798254,0.5
12400872673,0.5
12450389247,0.5
12500428178,0.5
12550576508,0.5
12600547279,0.5
12650438010,0.5
12700754028,0.5
12750375586,0.5
12800968922,0.5
