time,layout.data_offset,data[0],data[1],data[2],data[3],data[4]
6213594620,0,11.48,11.48,11.48,11.48,3.7236038489888186
6217324279,0,11.48,11.48,11.48,11.48,3.35035712883612
6424753517,0,-11.48,-11.48,-11.48,-11.48,5.74
6632353955,0,-11.48,-11.48,-11.48,-11.48,5.74
6835629121,0,-11.48,-11.48,-11.48,-11.48,5.74
7038266707,0,-11.48,-11.48,-11.48,-11.48,5.74
7275687829,0,-11.48,-11.48,-11.48,-11.48,5.74
7477241470,0,-11.48,-11.48,-11.48,-11.48,5.74
7673631118,0,-11.48,-11.48,-11.48,-11.48,5.74
7870182981,0,-11.48,-11.48,-11.48,-11.48,5.74
8076320658,0,-11.48,-11.48,-11.48,-11.48,5.74
8276266255,0,-11.48,-11.48,-11.48,-11.48,5.74
8485055702,0,-11.48,-11.48,-11.48,-11.48,5.74
8705979913,0,-11.48,-11.48,-11.48,-11.48,5.74
8928853112,0,-11.48,-11.48,-11.48,-11.48,5.74
9127576238,0,-11.48,-11.48,-11.48,-11.48,5.74
9327470242,0,-11.48,-11.48,-11.48,-11.48,5.74
9527986204,0,-1.148000017106533,-1.148000017106533,-1.148000017106533,-1.148000017106533,5.74
9774539176,0,-1.148000017106533,-1.148000017106533,-1.148000017106533,-1.148000017106533,5.74
9971614350,0,-1.148000017106533,-1.148000017106533,-1.148000017106533,-1.148000017106533,5.74
10176622815,0,-1.148000017106533,-1.148000017106533,-1.148000017106533,-1.148000017106533,5.74
10389784527,0,-1.148000017106533,-1.148000017106533,-1.148000017106533,-1.148000017106533,5.74
10607226711,0,-1.148000017106533,-1.148000017106533,-1.148000017106533,-1.148000017106533,5.74
10812468587,0,-1.148000017106533,-1.148000017106533,-1.148000017106533,-1.148000017106533,5.74
11027897704,0,-1.148000017106533,-1.148000017106533,-1.148000017106533,-1.148000017106533,5.74
11241567519,0,-1.148000017106533,-1.148000017106533,-1.148000017106533,-1.148000017106533,5.74
11452362556,0,-1.148000017106533,-1.148000017106533,-1.148000017106533,-1.148000017106533,5.74
11664997116,0,-1.148000017106533,-1.148000017106533,-1.148000017106533,-1.148000017106533,5.74
