time,layout.data_offset,data[0],data[1],data[2],data[3],data[4]
138847839,0,0.0,0.0,0.0,0.0,6.692925243371494
143416025,0,0.0,0.0,0.0,0.0,6.692925243371494
430640568,0,-3.3189537751674654,-3.3189537751674654,-3.3189537751674654,-3.3189537751674654,6.692925243371494
722773351,0,-3.3189537751674654,-3.3189537751674654,-3.3189537751674654,-3.3189537751674654,6.692925243371494
1010436123,0,-3.3189537751674654,-3.3189537751674654,-3.3189537751674654,-3.3189537751674654,6.692925243371494
1331224714,0,-3.3189537751674654,-3.3189537751674654,-3.3189537751674654,-3.3189537751674654,6.692925243371494
1659341502,0,-3.3189537751674654,-3.3189537751674654,-3.3189537751674654,-3.3189537751674654,6.692925243371494
1981329035,0,-3.3189537751674654,-3.3189537751674654,-3.3189537751674654,-3.3189537751674654,6.692925243371494
2288950114,0,-3.3189537751674654,-3.3189537751674654,-3.3189537751674654,-3.3189537751674654,6.692925243371494
2615922151,0,-3.3189537751674654,-3.3189537751674654,-3.3189537751674654,-3.3189537751674654,6.692925243371494
2963793233,0,-3.3189537751674654,-3.3189537751674654,-3.3189537751674654,-3.3189537751674654,6.692925243371494
3286720749,0,-3.3189537751674654,-3.3189537751674654,-3.3189537751674654,-3.3189537751674654,6.692925243371494
3602156300,0,-3.3189537751674654,-3.3189537751674654,-3.3189537751674654,-3.3189537751674654,6.692925243371494
3915039758,0,-3.3189537751674654,-3.3189537751674654,-3.3189537751674654,-3.3189537751674654,6.692925243371494
4225737819,0,-3.3189537751674654,-3.3189537751674654,-3.3189537751674654,-3.3189537751674654,6.692925243371494
4542224101,0,-3.3189537751674654,-3.3189537751674654,-3.3189537751674654,-3.3189537751674654,6.692925243371494
4866325177,0,-3.3189537751674654,-3.3189537751674654,-3.3189537751674654,-3.3189537751674654,6.692925243371494
5192526895,0,-3.3189537751674654,-3.3189537751674654,-3.3189537751674654,-3.3189537751674654,6.692925243371494
5507181276,0,-3.3189537751674654,-3.3189537751674654,-3.3189537751674654,-3.3189537751674654,6.692925243371494
5839195004,0,-3.3189537751674654,-3.3189537751674654,-3.3189537751674654,-3.3189537751674654,6.692925243371494
6175977807,0,-3.3189537751674654,-3.3189537751674654,-3.3189537751674654,-3.3189537751674654,6.692925243371494
6510216104,0,-3.3189537751674654,-3.3189537751674654,-3.3189537751674654,-3.3189537751674654,6.692925243371494
6845434456,0,-3.3189537751674654,-3.3189537751674654,-3.3189537751674654,-3.3189537751674654,6.692925243371494
7155006182,0,-3.3189537751674654,-3.3189537751674654,-3.3189537751674654,-3.3189537751674654,6.692925243371494
7489827670,0,-3.3189537751674654,-3.3189537751674654,-3.3189537751674654,-3.3189537751674654,6.692925243371494
7836305407,0,-3.3189537751674654,-3.3189537751674654,-3.3189537751674654,-3.3189537751674654,6.692925243371494
8160362031,0,-3.3189537751674654,-3.3189537751674654,-3.3189537751674654,-3.3189537751674654,6.692925243371494
8468281242,0,-3.3189537751674654,-3.3189537751674654,-3.3189537751674654,-3.3189537751674654,6.692925243371494
8785367356,0,-3.3189537751674654,-3.3189537751674654,-3.3189537751674654,-3.3189537751674654,6.692925243371494
9115937229,0,-3.3674319791793823,-3.3674319791793823,-3.3674319791793823,-3.3674319791793823,6.692925243371494
9436487922,0,-3.3674319791793823,-3.3674319791793823,-3.3674319791793823,-3.3674319791793823,6.692925243371494
9736213202,0,-3.3674319791793823,-3.3674319791793823,-3.3674319791793823,-3.3674319791793823,6.692925243371494
10040797147,0,-3.3674319791793823,-3.3674319791793823,-3.3674319791793823,-3.3674319791793823,6.692925243371494
10354297616,0,-3.3674319791793823,-3.3674319791793823,-3.3674319791793823,-3.3674319791793823,6.692925243371494
10680288425,0,-3.3674319791793823,-3.3674319791793823,-3.3674319791793823,-3.3674319791793823,6.692925243371494
10980337402,0,-3.3674319791793823,-3.3674319791793823,-3.3674319791793823,-3.3674319791793823,6.680227159990613
11310253118,0,-3.5260865199565887,-3.5260865199565887,-3.5260865199565887,-3.5260865199565887,5.3441817279924955
